,store,item,sales,day
,9,3,37,Sunday
,9,3,19,Monday
,9,3,22,Tuesday
,9,3,26,Wednesday
,9,3,38,Thursday
,9,3,31,Friday
,9,3,34,Saturday
,9,3,38,Sunday
,9,3,24,Monday
,9,3,34,Tuesday
,9,3,29,Wednesday
,9,3,36,Thursday
,9,3,35,Friday
,9,3,31,Saturday
,9,3,31,Sunday
,9,3,17,Monday
,9,3,17,Tuesday
,9,3,17,Wednesday
,9,3,38,Thursday
,9,3,30,Friday
,9,3,40,Saturday
,9,3,26,Sunday
,9,3,18,Monday
,9,3,19,Tuesday
,9,3,30,Wednesday
,9,3,39,Thursday
,9,3,41,Friday
,9,3,49,Saturday
,9,3,57,Sunday
,9,3,25,Monday
,9,3,39,Tuesday
,9,3,40,Wednesday
,9,3,39,Thursday
,9,3,57,Friday
,9,3,34,Saturday
,9,3,34,Sunday
,9,3,20,Monday
,9,3,34,Tuesday
,9,3,25,Wednesday
,9,3,32,Thursday
,9,3,41,Friday
,9,3,59,Saturday
,9,3,38,Sunday
,9,3,29,Monday
,9,3,54,Tuesday
,9,3,33,Wednesday
,9,3,31,Thursday
,9,3,40,Friday
,9,3,39,Saturday
,9,3,51,Sunday
,9,3,33,Monday
,9,3,44,Tuesday
,9,3,36,Wednesday
,9,3,40,Thursday
,9,3,43,Friday
,9,3,43,Saturday
,9,3,60,Sunday
,9,3,45,Monday
,9,3,34,Tuesday
,9,3,41,Wednesday
,9,3,41,Thursday
,9,3,44,Friday
,9,3,36,Saturday
,9,3,45,Sunday
,9,3,30,Monday
,9,3,54,Tuesday
,9,3,44,Wednesday
,9,3,48,Thursday
,9,3,37,Friday
,9,3,38,Saturday
,9,3,49,Sunday
,9,3,34,Monday
,9,3,49,Tuesday
,9,3,29,Wednesday
,9,3,42,Thursday
,9,3,69,Friday
,9,3,47,Saturday
,9,3,49,Sunday
,9,3,37,Monday
,9,3,40,Tuesday
,9,3,38,Wednesday
,9,3,31,Thursday
,9,3,51,Friday
,9,3,49,Saturday
,9,3,44,Sunday
,9,3,17,Monday
,9,3,21,Tuesday
,9,3,33,Wednesday
,9,3,32,Thursday
,9,3,26,Friday
,9,3,29,Saturday
,9,3,41,Sunday
,9,3,24,Monday
,9,3,23,Tuesday
,9,3,27,Wednesday
,9,3,37,Thursday
,9,3,32,Friday
,9,3,37,Saturday
,9,3,26,Sunday
,9,3,19,Monday
,9,3,30,Tuesday
,9,3,19,Wednesday
,9,3,20,Thursday
,9,3,37,Friday
,9,3,33,Saturday
,9,3,39,Sunday
,9,3,13,Monday
,9,3,25,Tuesday
,9,3,38,Wednesday
,9,3,31,Thursday
,9,3,28,Friday
,9,3,34,Saturday
,9,3,28,Sunday
,9,3,24,Monday
,9,3,28,Tuesday
,9,3,23,Wednesday
,9,3,31,Thursday
,9,3,39,Saturday
,9,3,48,Sunday
,9,3,23,Monday
,9,3,32,Tuesday
,9,3,36,Wednesday
,9,3,32,Thursday
,9,3,45,Friday
,9,3,51,Saturday
,9,3,42,Sunday
,9,3,21,Monday
,9,3,29,Tuesday
,9,3,31,Wednesday
,9,3,37,Thursday
,9,3,40,Friday
,9,3,45,Saturday
,9,3,43,Sunday
,9,3,26,Monday
,9,3,35,Tuesday
,9,3,36,Wednesday
,9,3,41,Thursday
,9,3,38,Friday
,9,3,49,Saturday
,9,3,42,Sunday
,9,3,33,Monday
,9,3,52,Tuesday
,9,3,26,Wednesday
,9,3,27,Thursday
,9,3,44,Friday
,9,3,34,Saturday
,9,3,49,Sunday
,9,3,40,Monday
,9,3,42,Tuesday
,9,3,33,Wednesday
,9,3,38,Thursday
,9,3,41,Friday
,9,3,53,Saturday
,9,3,52,Sunday
,9,3,33,Monday
,9,3,37,Tuesday
,9,3,35,Wednesday
,9,3,40,Thursday
,9,3,54,Friday
,9,3,56,Saturday
,9,3,56,Sunday
,9,3,42,Monday
,9,3,32,Tuesday
,9,3,21,Wednesday
,9,3,38,Thursday
,9,3,34,Friday
,9,3,47,Saturday
,9,3,47,Sunday
,9,3,39,Monday
,9,3,39,Tuesday
,9,3,45,Wednesday
,9,3,41,Thursday
,9,3,48,Friday
,9,3,49,Saturday
,9,3,45,Sunday
,9,3,32,Monday
,9,3,39,Tuesday
,9,3,47,Wednesday
,9,3,30,Thursday
,9,3,27,Friday
,9,3,35,Saturday
,9,3,35,Sunday
,9,3,29,Monday
,9,3,33,Tuesday
,9,3,24,Wednesday
,9,3,34,Thursday
,9,3,33,Friday
,9,3,40,Saturday
,9,3,33,Sunday
,9,3,24,Monday
,9,3,31,Tuesday
,9,3,29,Wednesday
,9,3,29,Thursday
,9,3,36,Friday
,9,3,42,Saturday
,9,3,39,Sunday
,9,3,24,Monday
,9,3,25,Tuesday
,9,3,27,Wednesday
,9,3,26,Thursday
,9,3,31,Friday
,9,3,28,Saturday
,9,3,36,Sunday
,9,3,15,Monday
,9,3,30,Tuesday
,9,3,28,Wednesday
,9,3,25,Thursday
,9,3,31,Friday
,9,3,52,Saturday
,9,3,53,Sunday
,9,3,31,Monday
,9,3,37,Tuesday
,9,3,46,Wednesday
,9,3,41,Thursday
,9,3,38,Friday
,9,3,53,Saturday
,9,3,47,Sunday
,9,3,36,Monday
,9,3,39,Tuesday
,9,3,49,Wednesday
,9,3,38,Thursday
,9,3,51,Friday
,9,3,36,Saturday
,9,3,50,Sunday
,9,3,31,Monday
,9,3,44,Tuesday
,9,3,38,Wednesday
,9,3,46,Thursday
,9,3,45,Friday
,9,3,58,Saturday
,9,3,54,Sunday
,9,3,32,Monday
,9,3,36,Tuesday
,9,3,38,Wednesday
,9,3,39,Thursday
,9,3,49,Friday
,9,3,51,Saturday
,9,3,49,Sunday
,9,3,38,Monday
,9,3,37,Tuesday
,9,3,34,Wednesday
,9,3,38,Thursday
,9,3,62,Friday
,9,3,62,Saturday
,9,3,48,Sunday
,9,3,32,Monday
,9,3,28,Tuesday
,9,3,47,Wednesday
,9,3,45,Thursday
,9,3,50,Friday
,9,3,53,Saturday
,9,3,66,Sunday
,9,3,37,Monday
,9,3,38,Tuesday
,9,3,55,Wednesday
,9,3,46,Thursday
,9,3,48,Friday
,9,3,57,Saturday
,9,3,64,Sunday
,9,3,31,Monday
,9,3,39,Tuesday
,9,3,41,Wednesday
,9,3,44,Thursday
,9,3,48,Friday
,9,3,53,Saturday
,9,3,56,Sunday
,9,3,33,Monday
,9,3,44,Tuesday
,9,3,33,Wednesday
,9,3,43,Thursday
,9,3,44,Friday
,9,3,33,Saturday
,9,3,34,Sunday
,9,3,35,Monday
,9,3,20,Tuesday
,9,3,36,Wednesday
,9,3,34,Thursday
,9,3,39,Friday
,9,3,33,Saturday
,9,3,47,Sunday
,9,3,36,Monday
,9,3,24,Tuesday
,9,3,31,Wednesday
,9,3,31,Thursday
,9,3,41,Friday
,9,3,32,Saturday
,9,3,42,Sunday
,9,3,22,Monday
,9,3,28,Tuesday
,9,3,34,Wednesday
,9,3,44,Thursday
,9,3,43,Friday
,9,3,29,Saturday
,9,3,30,Sunday
,9,3,22,Monday
,9,3,31,Tuesday
,9,3,29,Wednesday
,9,3,32,Thursday
,9,3,35,Friday
,9,3,33,Saturday
,9,3,40,Sunday
,10,3,32,Tuesday
,10,3,40,Wednesday
,10,3,36,Thursday
,10,3,43,Friday
,10,3,35,Saturday
,10,3,46,Sunday
,10,3,25,Monday
,10,3,24,Tuesday
,10,3,29,Wednesday
,10,3,37,Thursday
,10,3,38,Friday
,10,3,33,Saturday
,10,3,42,Sunday
,10,3,25,Monday
,10,3,24,Tuesday
,10,3,28,Wednesday
,10,3,39,Thursday
,10,3,37,Friday
,10,3,37,Saturday
,10,3,43,Sunday
,10,3,31,Monday
,10,3,34,Tuesday
,10,3,33,Wednesday
,10,3,27,Thursday
,10,3,39,Friday
,10,3,39,Saturday
,10,3,48,Sunday
,10,3,27,Monday
,10,3,36,Tuesday
,10,3,24,Wednesday
,10,3,34,Thursday
,10,3,46,Friday
,10,3,33,Saturday
,10,3,47,Sunday
,10,3,26,Monday
,10,3,28,Tuesday
,10,3,30,Wednesday
,10,3,16,Thursday
,10,3,54,Friday
,10,3,49,Saturday
,10,3,37,Sunday
,10,3,27,Monday
,10,3,43,Tuesday
,10,3,34,Wednesday
,10,3,35,Thursday
,10,3,41,Friday
,10,3,43,Saturday
,10,3,41,Sunday
,10,3,37,Monday
,10,3,31,Tuesday
,10,3,33,Wednesday
,10,3,34,Thursday
,10,3,35,Friday
,10,3,47,Saturday
,10,3,44,Sunday
,10,3,28,Monday
,10,3,33,Tuesday
,10,3,53,Wednesday
,10,3,38,Thursday
,10,3,46,Friday
,10,3,46,Saturday
,10,3,27,Sunday
,10,3,20,Monday
,10,3,22,Tuesday
,10,3,25,Wednesday
,10,3,31,Thursday
,10,3,20,Friday
,10,3,34,Saturday
,10,3,29,Sunday
,10,3,21,Monday
,10,3,19,Tuesday
,10,3,16,Wednesday
,10,3,21,Thursday
,10,3,31,Friday
,10,3,28,Saturday
,10,3,32,Sunday
,10,3,19,Monday
,10,3,31,Tuesday
,10,3,17,Wednesday
,10,3,26,Thursday
,10,3,20,Friday
,10,3,32,Saturday
,10,3,29,Sunday
,10,3,22,Monday
,10,3,25,Tuesday
,10,3,26,Wednesday
,10,3,27,Thursday
,10,3,26,Friday
,10,3,46,Saturday
,10,3,34,Sunday
,10,3,22,Monday
,10,3,18,Tuesday
,10,3,35,Wednesday
,10,3,39,Thursday
,10,3,36,Friday
,10,3,33,Saturday
,10,3,44,Sunday
,10,3,33,Monday
,10,3,32,Tuesday
,10,3,44,Wednesday
,10,3,46,Thursday
,10,3,31,Friday
,10,3,48,Saturday
,10,3,37,Sunday
,10,3,33,Monday
,10,3,34,Tuesday
,10,3,39,Wednesday
,10,3,51,Thursday
,10,3,36,Friday
,10,3,33,Saturday
,10,3,38,Sunday
,10,3,28,Monday
,10,3,31,Tuesday
,10,3,45,Wednesday
,10,3,34,Thursday
,10,3,35,Friday
,10,3,49,Saturday
,10,3,48,Sunday
,10,3,26,Monday
,10,3,36,Tuesday
,10,3,45,Wednesday
,10,3,40,Thursday
,10,3,41,Friday
,10,3,52,Saturday
,10,3,39,Sunday
,10,3,26,Monday
,10,3,36,Tuesday
,10,3,38,Wednesday
,10,3,36,Thursday
,10,3,57,Friday
,10,3,62,Saturday
,10,3,52,Sunday
,10,3,22,Monday
,10,3,28,Tuesday
,10,3,27,Wednesday
,10,3,31,Thursday
,10,3,28,Friday
,10,3,55,Saturday
,10,3,55,Sunday
,10,3,35,Monday
,10,3,33,Tuesday
,10,3,40,Wednesday
,10,3,37,Thursday
,10,3,44,Friday
,10,3,42,Saturday
,10,3,61,Sunday
,10,3,38,Monday
,10,3,45,Tuesday
,10,3,36,Wednesday
,10,3,45,Thursday
,10,3,57,Friday
,10,3,48,Saturday
,10,3,52,Sunday
,10,3,20,Monday
,10,3,22,Tuesday
,10,3,30,Wednesday
,10,3,38,Thursday
,10,3,30,Friday
,10,3,24,Saturday
,10,3,37,Sunday
,10,3,23,Monday
,10,3,26,Tuesday
,10,3,21,Wednesday
,10,3,27,Thursday
,10,3,28,Friday
,10,3,34,Saturday
,10,3,38,Sunday
,10,3,19,Monday
,10,3,27,Tuesday
,10,3,25,Wednesday
,10,3,30,Thursday
,10,3,38,Friday
,10,3,22,Saturday
,10,3,30,Sunday
,10,3,18,Monday
,10,3,24,Tuesday
,10,3,25,Wednesday
,10,3,31,Thursday
,10,3,33,Friday
,10,3,31,Saturday
,10,3,25,Sunday
,10,3,21,Monday
,10,3,21,Tuesday
,10,3,31,Wednesday
,10,3,43,Thursday
,10,3,33,Friday
,10,3,51,Saturday
,10,3,51,Sunday
,10,3,35,Monday
,10,3,33,Tuesday
,10,3,45,Wednesday
,10,3,32,Thursday
,10,3,51,Friday
,10,3,42,Saturday
,10,3,52,Sunday
,10,3,29,Monday
,10,3,40,Tuesday
,10,3,41,Wednesday
,10,3,36,Thursday
,10,3,38,Friday
,10,3,59,Saturday
,10,3,50,Sunday
,10,3,38,Monday
,10,3,42,Tuesday
,10,3,36,Wednesday
,10,3,39,Thursday
,10,3,55,Friday
,10,3,54,Saturday
,10,3,56,Sunday
,10,3,32,Monday
,10,3,47,Tuesday
,10,3,45,Wednesday
,10,3,40,Thursday
,10,3,49,Friday
,10,3,44,Saturday
,10,3,53,Sunday
,10,3,40,Monday
,10,3,34,Tuesday
,10,3,40,Wednesday
,10,3,43,Thursday
,10,3,41,Friday
,10,3,41,Saturday
,10,3,44,Sunday
,10,3,38,Monday
,10,3,34,Tuesday
,10,3,34,Wednesday
,10,3,62,Thursday
,10,3,46,Friday
,10,3,41,Saturday
,10,3,56,Sunday
,10,3,24,Monday
,10,3,38,Tuesday
,10,3,37,Wednesday
,10,3,36,Thursday
,10,3,50,Friday
,10,3,55,Saturday
,10,3,45,Sunday
,10,3,33,Monday
,10,3,39,Tuesday
,10,3,57,Wednesday
,10,3,47,Thursday
,10,3,50,Friday
,10,3,60,Saturday
,10,3,46,Sunday
,10,3,32,Monday
,10,3,18,Tuesday
,10,3,28,Wednesday
,10,3,36,Thursday
,10,3,41,Friday
,10,3,40,Saturday
,10,3,36,Sunday
,10,3,35,Monday
,10,3,33,Tuesday
,10,3,35,Wednesday
,10,3,28,Thursday
,10,3,27,Friday
,10,3,34,Saturday
,10,3,34,Sunday
,10,3,23,Monday
,10,3,28,Tuesday
,10,3,29,Wednesday
,10,3,28,Thursday
,10,3,39,Friday
,10,3,43,Saturday
,10,3,27,Sunday
,10,3,31,Monday
,10,3,31,Tuesday
,10,3,30,Wednesday
,10,3,24,Thursday
,10,3,22,Friday
,10,3,40,Saturday
,10,3,35,Sunday
,10,3,41,Monday
,10,3,22,Tuesday
,10,3,35,Wednesday
,10,3,35,Thursday
,10,3,43,Saturday
,10,3,58,Sunday
,10,3,39,Monday
,10,3,40,Tuesday
,10,3,48,Wednesday
,10,3,47,Thursday
,10,3,34,Friday
,10,3,45,Saturday
,10,3,53,Sunday
,10,3,46,Monday
,10,3,41,Tuesday
,10,3,37,Wednesday
,10,3,42,Thursday
,10,3,54,Friday
,10,3,64,Saturday
,10,3,51,Sunday
,10,3,31,Monday
,10,3,46,Tuesday
,10,3,48,Wednesday
,10,3,48,Thursday
,10,3,49,Friday
,10,3,72,Saturday
,10,3,57,Sunday
,10,3,36,Monday
,10,3,33,Tuesday
,10,3,34,Wednesday
,10,3,40,Thursday
,10,3,44,Friday
,10,3,54,Saturday
,10,3,49,Sunday
,10,3,30,Monday
,10,3,41,Tuesday
,10,3,44,Wednesday
,10,3,44,Thursday
,10,3,47,Friday
,10,3,61,Saturday
,10,3,60,Sunday
,10,3,32,Monday
,10,3,51,Tuesday
,10,3,44,Wednesday
,10,3,46,Thursday
,10,3,51,Friday
,10,3,55,Saturday
,10,3,60,Sunday
,10,3,46,Monday
,10,3,41,Tuesday
,10,3,37,Wednesday
,10,3,61,Thursday
,10,3,57,Friday
,10,3,44,Saturday
,10,3,59,Sunday
,10,3,38,Monday
,10,3,35,Tuesday
,10,3,47,Wednesday
,10,3,51,Thursday
,10,3,58,Friday
,10,3,46,Saturday
,10,3,70,Sunday
,10,3,47,Monday
,10,3,51,Tuesday
,10,3,49,Wednesday
,10,3,39,Thursday
,10,3,35,Friday
,10,3,36,Saturday
,10,3,45,Sunday
,10,3,24,Monday
,10,3,25,Tuesday
,10,3,29,Wednesday
,10,3,29,Thursday
,10,3,38,Friday
,10,3,42,Saturday
,10,3,44,Sunday
,10,3,32,Monday
,10,3,42,Tuesday
,10,3,29,Wednesday
,10,3,26,Thursday
,10,3,38,Friday
,10,3,41,Saturday
,10,3,33,Sunday
,10,3,20,Monday
,10,3,34,Tuesday
,10,3,30,Wednesday
,10,3,31,Thursday
,10,3,32,Friday
,10,3,38,Saturday
,10,3,35,Sunday
,10,3,28,Monday
,10,3,30,Tuesday
,10,3,30,Wednesday
,10,3,31,Thursday
,10,3,38,Friday
,10,3,38,Saturday
,10,3,54,Sunday
,10,3,33,Monday
,10,3,45,Tuesday
,10,3,46,Wednesday
,10,3,43,Thursday
,10,3,41,Friday
,10,3,50,Saturday
,10,3,55,Sunday
,10,3,34,Monday
,10,3,42,Tuesday
,10,3,46,Wednesday
,10,3,44,Thursday
,10,3,50,Friday
,10,3,53,Saturday
,10,3,48,Sunday
,10,3,38,Monday
,10,3,23,Tuesday
,10,3,30,Wednesday
,10,3,47,Thursday
,10,3,45,Friday
,10,3,59,Saturday
,10,3,63,Sunday
,10,3,37,Monday
,10,3,46,Tuesday
,10,3,41,Wednesday
,10,3,39,Thursday
,10,3,47,Friday
,10,3,60,Saturday
,10,3,69,Sunday
,10,3,34,Monday
,10,3,33,Tuesday
,10,3,52,Wednesday
,10,3,58,Thursday
,10,3,44,Friday
,10,3,66,Saturday
,10,3,73,Sunday
,10,3,45,Monday
,10,3,58,Tuesday
,10,3,34,Wednesday
,10,3,61,Thursday
,10,3,51,Friday
,10,3,57,Saturday
,10,3,70,Sunday
,10,3,41,Monday
,10,3,43,Tuesday
,10,3,50,Wednesday
,10,3,38,Thursday
,10,3,48,Friday
,10,3,63,Saturday
,10,3,52,Sunday
,10,3,39,Monday
,10,3,50,Tuesday
,10,3,45,Wednesday
,10,3,34,Thursday
,10,3,71,Friday
,10,3,47,Saturday
,10,3,57,Sunday
,10,3,38,Monday
,10,3,51,Tuesday
,10,3,46,Wednesday
,10,3,37,Thursday
,10,3,31,Friday
,10,3,55,Saturday
,10,3,31,Sunday
,10,3,20,Monday
,10,3,34,Tuesday
,10,3,36,Wednesday
,10,3,41,Thursday
,10,3,33,Friday
,10,3,37,Saturday
,10,3,37,Sunday
,10,3,26,Monday
,10,3,30,Tuesday
,10,3,21,Wednesday
,10,3,32,Thursday
,10,3,44,Friday
,10,3,30,Saturday
,10,3,38,Sunday
,10,3,31,Monday
,10,3,34,Tuesday
,10,3,31,Wednesday
,10,3,26,Thursday
,10,3,45,Friday
,10,3,26,Saturday
,10,3,44,Sunday
,10,3,28,Monday
,10,3,32,Tuesday
,10,3,32,Wednesday
,10,3,33,Thursday
,10,3,39,Friday
,10,3,34,Saturday
,10,3,39,Sunday
,1,4,13,Tuesday
,1,4,13,Wednesday
,1,4,16,Thursday
,1,4,19,Friday
,1,4,22,Saturday
,1,4,14,Sunday
,1,4,13,Monday
,1,4,14,Tuesday
,1,4,10,Wednesday
,1,4,17,Thursday
,1,4,14,Friday
,1,4,12,Saturday
,1,4,21,Sunday
,1,4,7,Monday
,1,4,19,Tuesday
,1,4,11,Wednesday
,1,4,11,Thursday
,1,4,20,Friday
,1,4,20,Saturday
,1,4,18,Sunday
,1,4,10,Monday
,1,4,15,Tuesday
,1,4,19,Wednesday
,1,4,21,Thursday
,1,4,17,Friday
,1,4,19,Saturday
,1,4,22,Sunday
,1,4,19,Monday
,1,4,10,Tuesday
,1,4,9,Wednesday
,1,4,10,Thursday
,1,4,22,Friday
,1,4,24,Saturday
,1,4,17,Sunday
,1,4,12,Monday
,1,4,19,Tuesday
,1,4,24,Wednesday
,1,4,18,Thursday
,1,4,12,Friday
,1,4,16,Saturday
,1,4,14,Sunday
,1,4,12,Monday
,1,4,16,Tuesday
,1,4,11,Wednesday
,1,4,18,Thursday
,1,4,13,Friday
,1,4,25,Saturday
,1,4,28,Sunday
,1,4,9,Monday
,1,4,18,Tuesday
,1,4,17,Wednesday
,1,4,17,Thursday
,1,4,19,Friday
,1,4,21,Saturday
,1,4,19,Sunday
,1,4,11,Monday
,1,4,12,Tuesday
,1,4,16,Wednesday
,1,4,29,Thursday
,1,4,12,Friday
,1,4,18,Saturday
,1,4,17,Sunday
,1,4,8,Monday
,1,4,13,Tuesday
,1,4,17,Wednesday
,1,4,11,Thursday
,1,4,12,Friday
,1,4,20,Saturday
,1,4,12,Sunday
,1,4,13,Monday
,1,4,5,Tuesday
,1,4,6,Wednesday
,1,4,13,Thursday
,1,4,15,Friday
,1,4,13,Saturday
,1,4,15,Sunday
,1,4,7,Monday
,1,4,9,Tuesday
,1,4,8,Wednesday
,1,4,15,Thursday
,1,4,15,Friday
,1,4,12,Saturday
,1,4,13,Sunday
,1,4,9,Monday
,1,4,14,Tuesday
,1,4,10,Wednesday
,1,4,15,Thursday
,1,4,11,Friday
,1,4,22,Saturday
,1,4,21,Sunday
,1,4,13,Monday
,1,4,9,Tuesday
,1,4,16,Wednesday
,1,4,12,Thursday
,1,4,12,Friday
,1,4,22,Saturday
,1,4,20,Sunday
,1,4,16,Monday
,1,4,13,Tuesday
,1,4,22,Wednesday
,1,4,17,Thursday
,1,4,13,Friday
,1,4,18,Saturday
,1,4,26,Sunday
,1,4,14,Monday
,1,4,19,Tuesday
,1,4,23,Wednesday
,1,4,17,Thursday
,1,4,12,Friday
,1,4,25,Saturday
,1,4,26,Sunday
,1,4,21,Monday
,1,4,11,Tuesday
,1,4,12,Wednesday
,1,4,15,Thursday
,1,4,18,Friday
,1,4,18,Saturday
,1,4,13,Sunday
,1,4,18,Monday
,1,4,20,Tuesday
,1,4,16,Wednesday
,1,4,12,Thursday
,1,4,24,Friday
,1,4,18,Saturday
,1,4,20,Sunday
,1,4,17,Monday
,1,4,17,Tuesday
,1,4,16,Wednesday
,1,4,19,Thursday
,1,4,23,Friday
,1,4,24,Saturday
,1,4,33,Sunday
,1,4,24,Monday
,1,4,23,Tuesday
,1,4,24,Wednesday
,1,4,26,Thursday
,1,4,25,Friday
,1,4,24,Saturday
,1,4,28,Sunday
,1,4,12,Monday
,1,4,19,Tuesday
,1,4,13,Wednesday
,1,4,26,Thursday
,1,4,25,Friday
,1,4,16,Saturday
,1,4,29,Sunday
,1,4,19,Monday
,1,4,18,Tuesday
,1,4,16,Wednesday
,1,4,21,Thursday
,1,4,21,Friday
,1,4,24,Saturday
,1,4,20,Sunday
,1,4,13,Monday
,1,4,18,Tuesday
,1,4,12,Wednesday
,1,4,17,Thursday
,1,4,17,Friday
,1,4,21,Saturday
,1,4,15,Sunday
,1,4,14,Monday
,1,4,12,Tuesday
,1,4,23,Wednesday
,1,4,16,Thursday
,1,4,21,Friday
,1,4,12,Saturday
,1,4,17,Sunday
,1,4,8,Monday
,1,4,16,Tuesday
,1,4,13,Wednesday
,1,4,17,Thursday
,1,4,14,Friday
,1,4,19,Saturday
,1,4,13,Sunday
,1,4,15,Monday
,1,4,19,Tuesday
,1,4,21,Wednesday
,1,4,10,Thursday
,1,4,13,Friday
,1,4,15,Saturday
,1,4,20,Sunday
,1,4,7,Monday
,1,4,12,Tuesday
,1,4,14,Wednesday
,1,4,21,Thursday
,1,4,25,Friday
,1,4,22,Saturday
,1,4,28,Sunday
,1,4,9,Monday
,1,4,15,Tuesday
,1,4,23,Wednesday
,1,4,15,Thursday
,1,4,16,Friday
,1,4,17,Saturday
,1,4,26,Sunday
,1,4,8,Monday
,1,4,18,Tuesday
,1,4,17,Wednesday
,1,4,20,Thursday
,1,4,24,Friday
,1,4,16,Saturday
,1,4,19,Sunday
,1,4,16,Monday
,1,4,23,Tuesday
,1,4,21,Wednesday
,1,4,27,Thursday
,1,4,27,Friday
,1,4,14,Saturday
,1,4,36,Sunday
,1,4,11,Monday
,1,4,20,Tuesday
,1,4,20,Wednesday
,1,4,18,Thursday
,1,4,17,Friday
,1,4,15,Saturday
,1,4,23,Sunday
,1,4,16,Monday
,1,4,19,Tuesday
,1,4,26,Wednesday
,1,4,21,Thursday
,1,4,17,Friday
,1,4,17,Saturday
,1,4,22,Sunday
,1,4,19,Monday
,1,4,16,Tuesday
,1,4,21,Wednesday
,1,4,21,Thursday
,1,4,16,Friday
,1,4,23,Saturday
,1,4,27,Sunday
,1,4,14,Monday
,1,4,19,Tuesday
,1,4,9,Wednesday
,1,4,15,Thursday
,1,4,16,Friday
,1,4,17,Saturday
,1,4,28,Sunday
,1,4,16,Monday
,1,4,23,Tuesday
,1,4,23,Wednesday
,1,4,18,Thursday
,1,4,28,Friday
,1,4,31,Saturday
,1,4,24,Sunday
,1,4,20,Monday
,1,4,18,Tuesday
,1,4,17,Wednesday
,1,4,12,Thursday
,1,4,16,Friday
,1,4,25,Saturday
,1,4,16,Sunday
,1,4,9,Monday
,1,4,11,Tuesday
,1,4,13,Wednesday
,1,4,23,Thursday
,1,4,7,Friday
,1,4,18,Saturday
,1,4,16,Sunday
,1,4,12,Monday
,1,4,11,Tuesday
,1,4,17,Wednesday
,1,4,16,Thursday
,1,4,24,Friday
,1,4,10,Saturday
,1,4,14,Sunday
,1,4,11,Monday
,1,4,12,Tuesday
,1,4,11,Wednesday
,1,4,16,Thursday
,1,4,17,Friday
,1,4,14,Saturday
,1,4,18,Sunday
,1,4,5,Monday
,1,4,15,Tuesday
,1,4,15,Wednesday
,1,4,22,Thursday
,1,4,25,Saturday
,1,4,19,Sunday
,1,4,19,Monday
,1,4,12,Tuesday
,1,4,24,Wednesday
,1,4,19,Thursday
,1,4,16,Friday
,1,4,31,Saturday
,1,4,32,Sunday
,1,4,23,Monday
,1,4,19,Tuesday
,1,4,28,Wednesday
,1,4,25,Thursday
,1,4,21,Friday
,1,4,23,Saturday
,1,4,27,Sunday
,1,4,10,Monday
,1,4,27,Tuesday
,1,4,17,Wednesday
,1,4,26,Thursday
,1,4,24,Friday
,1,4,35,Saturday
,1,4,23,Sunday
,1,4,13,Monday
,1,4,25,Tuesday
,1,4,13,Wednesday
,1,4,21,Thursday
,1,4,31,Friday
,1,4,28,Saturday
,1,4,17,Sunday
,1,4,14,Monday
,1,4,15,Tuesday
,1,4,15,Wednesday
,1,4,22,Thursday
,1,4,19,Friday
,1,4,23,Saturday
,1,4,29,Sunday
,1,4,24,Monday
,1,4,14,Tuesday
,1,4,19,Wednesday
,1,4,35,Thursday
,1,4,19,Friday
,1,4,26,Saturday
,1,4,24,Sunday
,1,4,14,Monday
,1,4,15,Tuesday
,1,4,23,Wednesday
,1,4,25,Thursday
,1,4,21,Friday
,1,4,21,Saturday
,1,4,30,Sunday
,1,4,14,Monday
,1,4,17,Tuesday
,1,4,14,Wednesday
,1,4,23,Thursday
,1,4,23,Friday
,1,4,26,Saturday
,1,4,24,Sunday
,1,4,17,Monday
,1,4,23,Tuesday
,1,4,29,Wednesday
,1,4,23,Thursday
,1,4,18,Friday
,1,4,22,Saturday
,1,4,27,Sunday
,1,4,16,Monday
,1,4,16,Tuesday
,1,4,10,Wednesday
,1,4,20,Thursday
,1,4,22,Friday
,1,4,14,Saturday
,1,4,24,Sunday
,1,4,15,Monday
,1,4,12,Tuesday
,1,4,14,Wednesday
,1,4,15,Thursday
,1,4,25,Friday
,1,4,14,Saturday
,1,4,25,Sunday
,1,4,17,Monday
,1,4,15,Tuesday
,1,4,16,Wednesday
,1,4,17,Thursday
,1,4,24,Friday
,1,4,14,Saturday
,1,4,21,Sunday
,1,4,11,Monday
,1,4,15,Tuesday
,1,4,17,Wednesday
,1,4,21,Thursday
,1,4,20,Friday
,1,4,15,Saturday
,1,4,22,Sunday
,1,4,21,Monday
,1,4,17,Tuesday
,1,4,24,Wednesday
,1,4,25,Thursday
,1,4,23,Friday
,1,4,19,Saturday
,1,4,21,Sunday
,1,4,21,Monday
,1,4,22,Tuesday
,1,4,26,Wednesday
,1,4,22,Thursday
,1,4,24,Friday
,1,4,26,Saturday
,1,4,30,Sunday
,1,4,21,Monday
,1,4,14,Tuesday
,1,4,22,Wednesday
,1,4,28,Thursday
,1,4,20,Friday
,1,4,23,Saturday
,1,4,16,Sunday
,1,4,17,Monday
,1,4,30,Tuesday
,1,4,21,Wednesday
,1,4,17,Thursday
,1,4,24,Friday
,1,4,26,Saturday
,1,4,31,Sunday
,1,4,7,Monday
,1,4,20,Tuesday
,1,4,23,Wednesday
,1,4,22,Thursday
,1,4,20,Friday
,1,4,17,Saturday
,1,4,21,Sunday
